iteration,budget_used,pool_type,retriever,cf_strategy,k_max,labeled_pool_size,total_factuals,total_cfs,accuracy,f1_macro,f1_weighted,precision_macro,recall_macro
5,50,full,contriever,factual_anchored,20,117,70,47,0.9259259259259259,0.9258241758241759,0.9258241758241759,0.9282758620689655,0.9259259259259258
6,60,full,contriever,factual_anchored,20,137,80,57,0.9074074074074074,0.9071207430340558,0.9071207430340557,0.9125000000000001,0.9074074074074074
7,70,full,contriever,factual_anchored,20,157,90,67,0.9074074074074074,0.9071207430340558,0.9071207430340557,0.9125000000000001,0.9074074074074074
8,80,full,contriever,factual_anchored,20,176,100,76,0.9259259259259259,0.9256965944272446,0.9256965944272445,0.9312499999999999,0.9259259259259259
9,90,full,contriever,factual_anchored,20,196,110,86,0.9074074074074074,0.9071207430340558,0.9071207430340557,0.9125000000000001,0.9074074074074074
10,100,full,contriever,factual_anchored,20,215,120,95,0.8981481481481481,0.8974358974358974,0.8974358974358974,0.9095238095238095,0.8981481481481481
11,110,full,contriever,factual_anchored,20,215,120,95,0.8981481481481481,0.8974358974358974,0.8974358974358974,0.9095238095238095,0.8981481481481481
1,10,factuals_only,bge_large,-,20,30,30,0,0.9166666666666666,0.9163151097718467,0.9163151097718467,0.9237879316358563,0.9166666666666667
1,10,factuals_only,bge_large,-,20,30,30,0,0.9166666666666666,0.9163151097718467,0.9163151097718467,0.9237879316358563,0.9166666666666667
2,20,factuals_only,bge_large,-,20,40,40,0,0.9259259259259259,0.9256965944272446,0.9256965944272445,0.9312499999999999,0.9259259259259259
2,20,factuals_only,bge_large,-,20,40,40,0,0.9351851851851852,0.9350459661482946,0.9350459661482945,0.9389484607402283,0.9351851851851851
3,30,factuals_only,bge_large,-,20,50,50,0,0.9444444444444444,0.9443681318681318,0.944368131868132,0.9468965517241379,0.9444444444444444
3,30,factuals_only,bge_large,-,20,50,50,0,0.9351851851851852,0.9350459661482946,0.9350459661482945,0.9389484607402283,0.9351851851851851
4,40,factuals_only,bge_large,-,20,60,60,0,0.9259259259259259,0.9256965944272446,0.9256965944272445,0.9312499999999999,0.9259259259259259
4,40,factuals_only,bge_large,-,20,60,60,0,0.9259259259259259,0.9256965944272446,0.9256965944272445,0.9312499999999999,0.9259259259259259
5,50,factuals_only,bge_large,-,20,70,70,0,0.9351851851851852,0.9350459661482946,0.9350459661482945,0.9389484607402283,0.9351851851851851
5,50,factuals_only,bge_large,-,20,70,70,0,0.9351851851851852,0.9350459661482946,0.9350459661482945,0.9389484607402283,0.9351851851851851
6,60,factuals_only,bge_large,-,20,80,80,0,0.9259259259259259,0.9256965944272446,0.9256965944272445,0.9312499999999999,0.9259259259259259
6,60,factuals_only,bge_large,-,20,80,80,0,0.9259259259259259,0.9256965944272446,0.9256965944272445,0.9312499999999999,0.9259259259259259
7,70,factuals_only,bge_large,-,20,90,90,0,0.9351851851851852,0.9350459661482946,0.9350459661482945,0.9389484607402283,0.9351851851851851
7,70,factuals_only,bge_large,-,20,90,90,0,0.9259259259259259,0.9256965944272446,0.9256965944272445,0.9312499999999999,0.9259259259259259
8,80,factuals_only,bge_large,-,20,100,100,0,0.9351851851851852,0.9350459661482946,0.9350459661482945,0.9389484607402283,0.9351851851851851
8,80,factuals_only,bge_large,-,20,100,100,0,0.9351851851851852,0.9350459661482946,0.9350459661482945,0.9389484607402283,0.9351851851851851
9,90,factuals_only,bge_large,-,20,110,110,0,0.9351851851851852,0.9350459661482946,0.9350459661482945,0.9389484607402283,0.9351851851851851
9,90,factuals_only,bge_large,-,20,110,110,0,0.9444444444444444,0.9443681318681318,0.944368131868132,0.9468965517241379,0.9444444444444444
10,100,factuals_only,bge_large,-,20,120,120,0,0.9444444444444444,0.9443681318681318,0.944368131868132,0.9468965517241379,0.9444444444444444
10,100,factuals_only,bge_large,-,20,120,120,0,0.9444444444444444,0.9443681318681318,0.944368131868132,0.9468965517241379,0.9444444444444444
11,110,factuals_only,bge_large,-,20,120,120,0,0.9444444444444444,0.9443681318681318,0.944368131868132,0.9468965517241379,0.9444444444444444
11,110,factuals_only,bge_large,-,20,120,120,0,0.9444444444444444,0.9443681318681318,0.944368131868132,0.9468965517241379,0.9444444444444444
1,10,full,bge_large,mixed,20,39,30,9,0.9166666666666666,0.9163151097718467,0.9163151097718467,0.9237879316358563,0.9166666666666667
2,20,full,bge_large,mixed,20,58,40,18,0.9351851851851852,0.9350459661482946,0.9350459661482945,0.9389484607402283,0.9351851851851851
3,30,full,bge_large,mixed,20,78,50,28,0.9351851851851852,0.9350459661482946,0.9350459661482945,0.9389484607402283,0.9351851851851851
4,40,full,bge_large,mixed,20,97,60,37,0.9351851851851852,0.9350459661482946,0.9350459661482945,0.9389484607402283,0.9351851851851851
5,50,full,bge_large,mixed,20,117,70,47,0.9444444444444444,0.9443681318681318,0.944368131868132,0.9468965517241379,0.9444444444444444
6,60,full,bge_large,mixed,20,137,80,57,0.9351851851851852,0.9349117520447697,0.9349117520447697,0.9426229508196722,0.9351851851851851
7,70,full,bge_large,mixed,20,157,90,67,0.9351851851851852,0.9349117520447697,0.9349117520447697,0.9426229508196722,0.9351851851851851
8,80,full,bge_large,mixed,20,176,100,76,0.9351851851851852,0.9350459661482946,0.9350459661482945,0.9389484607402283,0.9351851851851851
9,90,full,bge_large,mixed,20,196,110,86,0.9351851851851852,0.9350459661482946,0.9350459661482945,0.9389484607402283,0.9351851851851851
10,100,full,bge_large,mixed,20,215,120,95,0.9351851851851852,0.9350459661482946,0.9350459661482945,0.9389484607402283,0.9351851851851851
11,110,full,bge_large,mixed,20,215,120,95,0.9351851851851852,0.9350459661482946,0.9350459661482945,0.9389484607402283,0.9351851851851851
1,10,full,bge_large,factual_anchored,20,39,30,9,0.9166666666666666,0.9163151097718467,0.9163151097718467,0.9237879316358563,0.9166666666666667
2,20,full,bge_large,factual_anchored,20,58,40,18,0.9259259259259259,0.9256965944272446,0.9256965944272445,0.9312499999999999,0.9259259259259259
3,30,full,bge_large,factual_anchored,20,78,50,28,0.9444444444444444,0.9443681318681318,0.944368131868132,0.9468965517241379,0.9444444444444444
4,40,full,bge_large,factual_anchored,20,97,60,37,0.9259259259259259,0.9256965944272446,0.9256965944272445,0.9312499999999999,0.9259259259259259
5,50,full,bge_large,factual_anchored,20,117,70,47,0.9537037037037037,0.9536679536679536,0.9536679536679536,0.9551083591331269,0.9537037037037037
6,60,full,bge_large,factual_anchored,20,137,80,57,0.9351851851851852,0.9349117520447697,0.9349117520447697,0.9426229508196722,0.9351851851851851
7,70,full,bge_large,factual_anchored,20,157,90,67,0.9351851851851852,0.9349117520447697,0.9349117520447697,0.9426229508196722,0.9351851851851851
8,80,full,bge_large,factual_anchored,20,176,100,76,0.9351851851851852,0.9350459661482946,0.9350459661482945,0.9389484607402283,0.9351851851851851
9,90,full,bge_large,factual_anchored,20,196,110,86,0.9351851851851852,0.9350459661482946,0.9350459661482945,0.9389484607402283,0.9351851851851851
10,100,full,bge_large,factual_anchored,20,215,120,95,0.9351851851851852,0.9350459661482946,0.9350459661482945,0.9389484607402283,0.9351851851851851
11,110,full,bge_large,factual_anchored,20,215,120,95,0.9351851851851852,0.9350459661482946,0.9350459661482945,0.9389484607402283,0.9351851851851851
